"numeroAnexo","descAnexo","item","cest","ncms","descricao"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","26.0","2802600","[""82142000""]","Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","27.0","2802700","[""96032900""]","Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","27.1","2802701","[""96032900""]","""Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros"""
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","28.0","2802800","[""96033000""]","Pincéis para aplicação de produtos cosméticos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","28.1","2802801","[""96033000""]","Pincéis e escovas, para artistas e pincéis de escrever"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","29.0","2802900","[""96161000""]","Vaporizadores de toucador, suas armações e cabeças de armações"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","30.0","2803000","[""96162000""]","Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","31.0","2803100","[""42021""]","Malas e maletas de toucador"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","32.0","2803200","[""9615""]","""Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes"""
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","33.0","2803300","[""39233000"",""39249000"",""39241000"",""40149090  70102000""]","Mamadeiras"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","34.0","2803400","[""40149090""]","Chupetas e bicos para mamadeiras e para chupetas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","35.0","2803500","[""12119090""]","Outras plantas e partes, para perfumaria, medicina e semelhantes"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","36.0","2803600","[""39262000""]","Vestuário e seus acessórios, de plásticos, inclusive luvas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","37.0","2803700","[""39264000""]","Estatuetas e outros objetos de ornamentação, de plásticos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","38.0","2803800","[""39269090""]","Outras obras de plásticos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","39.0","2803900","[""42022210""]","Bolsas de folhas de plástico"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","40.0","2804000","[""42022220""]","Bolsas de matérias têxteis"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","41.0","2804100","[""42022900""]","Bolsas de outras matérias"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","42.0","2804200","[""42023900""]","Artigos de bolsos/bolsas, de outras matérias"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","43.0","2804300","[""42029200""]","Outros artefatos, de folhas de plásticos ou matérias têxteis"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","44.0","2804400","[""42029900""]","Outros artefatos, de outras matérias"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","45.0","2804500","[""48192000""]","Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","46.0","2804600","[""48194000""]","Outros sacos, bolsas e cartuchos, de papel ou cartão"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","47.0","2804700","[""48211000""]","Etiquetas de papel ou cartão, impressas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","48.0","2804800","[""49111090""]","Outros impressos publicitários, catálogos comerciais e semelhantes"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","49.0","2804900","[""61159900""]","Outras meias de malha de outras matérias têxteis"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","50.0","2805000","[""62171000""]","Outros acessórios confeccionados, de vestuário"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","51.0","2805100","[""63026000""]","Roupas de toucador/cozinha, de tecidos atoalhados de algodão"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","52.0","2805200","[""63079090""]","Outros artefatos têxteis confeccionados"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","53.0","2805300","[""65069900""]","Chapéus e outros artefatos de outras matérias, exceto de malha"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","54.0","2805400","[""95059000""]","Artigos para outras festas, carnaval ou outros divertimentos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","55.0","2805500","[""33""]","Produtos destinados à higiene bucal"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","56.0","2805600","[""33"",""34""]","Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","57.0","2805700","[""14"",""39"",""40"",""44"",""48"",""63"",""64"",""65"",""67"",""70"",""82"",""90"",""96""]","Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","58.0","2805800","[""39"",""42"",""48"",""52"",""61"",""71"",""83"",""90"",""91""]","Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","59.0","2805900","["" 61"",""62"",""64""]","""Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes"""
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","60.0","2806000","[""42"",""52"",""55"",""58"",""63"",""65""]","Outros artigos de vestuário em geral, exceto os relacionados no item anterior"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","61.0","2806100","[""39"",""40"",""52"",""56"",""62"",""63"",""66"",""69"",""70"",""73"",""76"",""82"",""83"",""84"",""91"",""94"",""96""]","Artigos de casa"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","62.0","2806200","[""13"",""15a23""]","Produtos das indústrias alimentares e bebidas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","63.0","2806300","[""22"",""27"",""28"",""29"",""33"",""34"",""35"",""38"",""39"",""63"",""68"",""73"",""84"",""85"",""96""]","Produtos de limpeza e conservação doméstica"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","64.0","2806400","[""39"",""49"",""95"",""96""]","Artigos infantis"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","999.0","2899900","[]","Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo"
